# index, as_id, _pos
1109,8143,"array([ 5.60310291, -6.91722132])"
1110,10707,"array([ 5.52471555, -7.44558345])"
1111,7521,"array([ 5.1097177, -7.1909028])"
1112,3956,"array([ 6.0978213 , -7.64701161])"
1113,1113,"array([ 5.3267138 , -6.09810753])"
1114,1114,"array([ 5.39235246, -6.11640652])"
1115,3957,"array([ 5.80826923, -6.79774498])"
1116,8145,"array([ 5.75199872, -7.633016  ])"
1117,1117,"array([ 5.35991314, -6.09721095])"
1118,8146,"array([ 5.70823418, -6.93363283])"
1119,1119,"array([ 5.39381943, -6.082932  ])"
1120,6104,"array([ 5.61840795, -6.94628529])"
1121,10416,"array([ 5.38837357, -7.1062286 ])"
1122,3962,"array([ 5.18366213, -7.13660659])"
1123,3963,"array([ 6.26665887, -7.23083728])"
1124,3964,"array([ 6.35095584, -7.29809791])"
1125,6106,"array([ 5.76690117, -7.81918506])"
1126,6107,"array([ 6.12447952, -7.01026406])"
1127,3967,"array([ 5.45990423, -7.08362304])"
1128,6108,"array([ 5.51261737, -7.63158094])"
1129,1129,"array([ 5.84874022, -6.53515905])"
1130,6109,"array([ 5.76467842, -6.73565446])"
1131,3970,"array([ 5.26076771, -6.7448186 ])"
1132,7525,"array([ 5.06315411, -7.43480804])"
1133,1133,"array([ 5.77165275, -6.57777152])"
1134,8148,"array([ 6.29552968, -7.01092041])"
1135,6112,"array([ 5.2799185 , -7.32496469])"
1136,1136,"array([ 4.89627346, -6.66692263])"
1137,1137,"array([ 4.78664463, -6.49559569])"
1138,1138,"array([ 5.25586823, -6.95037882])"
1139,6113,"array([ 5.83977425, -6.92963379])"
1140,1140,"array([ 5.09111807, -6.64121038])"
1141,6114,"array([ 5.86244927, -7.58745319])"
1142,3976,"array([ 5.3944413 , -7.34050989])"
1143,6115,"array([ 5.58667181, -7.31204208])"
1144,6116,"array([ 5.86787557, -7.35412025])"
1145,7527,"array([ 5.13737875, -7.49344297])"
1146,10417,"array([ 5.34227233, -7.74021706])"
1147,8528,"array([ 5.15680741, -6.73310564])"
1148,8151,"array([ 5.05321189, -7.20127951])"
1149,6121,"array([ 5.80852368, -6.08594911])"
1150,6122,"array([ 5.67468812, -7.44452978])"
1151,6123,"array([ 5.50902591, -7.08856145])"
1152,8152,"array([ 5.68004591, -6.68988252])"
1153,8153,"array([ 5.32749304, -7.33943837])"
1154,8154,"array([ 5.83034783, -7.11968297])"
1155,6127,"array([ 5.41563189, -7.33564922])"
1156,6128,"array([ 5.61420352, -7.1767905 ])"
1157,6129,"array([ 5.65634064, -7.28471047])"
1158,6130,"array([ 5.48382467, -7.0637447 ])"
1159,10249,"array([ 5.62906816, -7.16756074])"
1160,3994,"array([ 5.28615736, -7.30770061])"
1161,8156,"array([ 5.61137085, -7.14223731])"
1162,3996,"array([ 5.90232579, -6.75486364])"
1163,10250,"array([ 5.60520642, -6.98282757])"
1164,10665,"array([ 5.61853571, -7.2981589 ])"
1165,3999,"array([ 5.92119812, -7.54653186])"
1166,4000,"array([ 5.1894193 , -6.90458424])"
1167,4001,"array([ 5.25408709, -7.1525464 ])"
1168,10252,"array([ 5.39873356, -6.83165203])"
1169,4003,"array([ 5.21400424, -7.33233434])"
1170,4004,"array([ 5.32510501, -6.85249053])"
1171,4005,"array([ 5.16670519, -6.85258348])"
1172,4006,"array([ 5.46239241, -7.05690582])"
1173,6136,"array([ 5.70984542, -7.32750892])"
1174,6137,"array([ 5.49808935, -7.31895422])"
1175,6138,"array([ 5.70618826, -7.4211838 ])"
1176,4010,"array([ 5.57060114, -7.33844379])"
1177,6139,"array([ 5.84804953, -7.07691966])"
1178,6140,"array([ 5.63401808, -6.98530545])"
1179,8160,"array([ 6.60149082, -7.32591917])"
1180,6142,"array([ 5.82532344, -6.69554321])"
1181,4015,"array([ 5.79915124, -7.5022986 ])"
1182,6143,"array([ 5.37929759, -6.82828954])"
1183,4017,"array([ 5.88222382, -6.62292499])"
1184,6144,"array([ 6.01035665, -7.39136164])"
1185,8161,"array([ 5.61715603, -7.1562887 ])"
1186,10419,"array([ 5.54404928, -7.29283088])"
1187,6147,"array([ 5.44814466, -7.01579015])"
1188,10504,"array([ 5.82221949, -7.48859121])"
1189,10505,"array([ 4.84809203, -7.02398863])"
1190,7544,"array([ 5.08391474, -7.41300994])"
1191,7545,"array([ 4.89445753, -7.33062888])"
1192,10256,"array([ 5.38384755, -6.98017133])"
1193,8166,"array([ 5.69397084, -6.84241554])"
1194,10257,"array([ 5.91722793, -6.9151287 ])"
1195,8168,"array([ 5.73621258, -6.9861865 ])"
1196,8169,"array([ 5.44425158, -7.66864065])"
1197,8170,"array([ 5.73379846, -6.8155875 ])"
1198,1198,"array([ 5.11326747, -6.83329379])"
1199,10258,"array([ 5.4069322 , -7.03621287])"
1200,1200,"array([ 5.22380336, -6.5379861 ])"
1201,1201,"array([ 5.63819326, -7.87142891])"
1202,6159,"array([ 5.44100137, -7.42769751])"
1203,10259,"array([ 6.01595713, -7.24797368])"
1204,6161,"array([ 5.71139024, -7.50775253])"
1205,1205,"array([ 5.38134482, -6.03737253])"
1206,1206,"array([ 5.84905713, -7.73760991])"
1207,10260,"array([ 5.97580405, -7.16999848])"
1208,6163,"array([ 5.3785762 , -7.35892538])"
1209,6164,"array([ 5.85412731, -7.19715617])"
1210,4039,"array([ 5.495999  , -7.14239553])"
1211,4040,"array([ 5.13888249, -7.80809994])"
1212,6165,"array([ 5.51945459, -6.93032227])"
1213,1213,"array([ 5.25002779, -6.92932159])"
1214,6166,"array([ 5.89004898, -6.80589349])"
1215,4043,"array([ 5.6888857 , -7.51006867])"
1216,6167,"array([ 5.54901329, -7.1556787 ])"
1217,4045,"array([ 5.8965347 , -7.01543439])"
1218,8174,"array([ 6.00821585, -6.74310741])"
1219,7556,"array([ 4.88232531, -7.47018163])"
1220,1220,"array([ 6.01298701, -7.06014699])"
1221,1221,"array([ 4.97975827, -7.32801698])"
1222,7557,"array([ 5.30854205, -7.58572201])"
1223,6171,"array([ 6.33681299, -7.11109175])"
1224,1224,"array([ 6.00217575, -7.45576551])"
1225,1225,"array([ 5.85492024, -7.30803355])"
1226,1226,"array([ 5.84435704, -6.68289997])"
1227,1227,"array([ 5.79801939, -6.51350773])"
1228,6172,"array([ 5.661194  , -7.00131711])"
1229,7558,"array([ 5.21718575, -7.66397634])"
1230,4052,"array([ 5.513975  , -7.34778305])"
1231,6174,"array([ 5.70496202, -7.48916251])"
1232,7559,"array([ 5.27623292, -7.56035063])"
1233,8175,"array([ 5.99256797, -7.12431755])"
1234,7561,"array([ 5.37625002, -7.58533394])"
1235,4057,"array([ 5.44363612, -7.40699688])"
1236,1236,"array([ 5.62290572, -6.89067376])"
1237,1237,"array([ 5.34539602, -7.23619481])"
1238,1238,"array([ 5.77876637, -7.48848864])"
1239,1239,"array([ 5.64281495, -7.2497693 ])"
1240,4058,"array([ 5.30342968, -7.00704007])"
1241,1241,"array([ 5.17388977, -6.97043968])"
1242,6178,"array([ 5.58903258, -7.48913654])"
1243,4060,"array([ 5.15990448, -7.85243488])"
1244,6179,"array([ 5.46447029, -7.26239588])"
1245,6180,"array([ 4.86764506, -6.9934248 ])"
1246,6181,"array([ 5.74900551, -7.18961624])"
1247,7562,"array([ 5.23856366, -7.72229252])"
1248,1248,"array([ 4.76058704, -6.26233761])"
1249,7563,"array([ 4.94209861, -7.10941954])"
1250,7564,"array([ 5.08778967, -7.98157584])"
1251,1251,"array([ 5.40253209, -7.42362148])"
1252,6185,"array([ 5.30835237, -7.41203873])"
1253,7565,"array([ 5.4139346 , -6.62279731])"
1254,1254,"array([ 5.93274851, -7.21578848])"
1255,6187,"array([ 4.88602011, -6.95755003])"
1256,6188,"array([ 5.62696258, -7.23311969])"
1257,1257,"array([ 5.40868513, -6.68749674])"
1258,10261,"array([ 6.24175838, -7.12051409])"
1259,7567,"array([ 4.84887222, -7.23480438])"
1260,10422,"array([ 5.44374462, -6.97086591])"
1261,6192,"array([ 5.76210283, -7.85661191])"
1262,7569,"array([ 4.87250582, -7.132712  ])"
1263,1263,"array([ 6.03247126, -7.19643974])"
1264,6194,"array([ 5.56326157, -7.21520876])"
1265,6195,"array([ 5.7358019 , -6.96785305])"
1266,6196,"array([ 5.48810578, -7.01157085])"
1267,1267,"array([ 5.2515696 , -6.54704637])"
1268,6197,"array([ 5.99078695, -6.86214059])"
1269,6198,"array([ 5.96392126, -6.87158544])"
1270,1270,"array([ 5.36759532, -6.62100408])"
1271,6199,"array([ 5.45862983, -6.86784607])"
1272,6200,"array([ 6.02298729, -7.36401384])"
1273,1273,"array([ 5.32118209, -6.59725424])"
1274,6201,"array([ 5.69217785, -7.14090605])"
1275,1275,"array([ 5.23665673, -6.60529227])"
1276,1276,"array([ 5.91470504, -6.73148756])"
1277,6202,"array([ 5.55561573, -6.89214778])"
1278,6203,"array([ 5.54689256, -6.96101295])"
1279,7570,"array([ 4.8536284 , -7.10745912])"
1280,1280,"array([ 5.61437998, -7.07456664])"
1281,6205,"array([ 5.48382801, -6.7630984 ])"
1282,7571,"array([ 4.82065454, -7.10166684])"
1283,7572,"array([ 4.80445111, -7.12909915])"
1284,7573,"array([ 4.84126523, -7.18552428])"
1285,7574,"array([ 4.87170376, -7.18002573])"
1286,6210,"array([ 5.79614667, -7.47660497])"
1287,10263,"array([ 5.90677861, -7.24544787])"
1288,8179,"array([ 5.87585013, -7.20413079])"
1289,6213,"array([ 5.43049363, -7.37173686])"
1290,1290,"array([ 5.33517205, -6.82957757])"
1291,6214,"array([ 6.06208368, -7.29361382])"
1292,1292,"array([ 5.51191528, -7.87202384])"
1293,7577,"array([ 5.18381183, -7.47581692])"
1294,7578,"array([ 4.98079575, -7.1597946 ])"
1295,6217,"array([ 6.07593761, -7.26722476])"
1296,6218,"array([ 5.51217775, -7.11225264])"
1297,7579,"array([ 4.56602811, -7.42987616])"
1298,6220,"array([ 5.85278931, -6.97992255])"
1299,1299,"array([ 5.10724334, -6.90966217])"
1300,7580,"array([ 4.62222118, -7.48637098])"
1301,7581,"array([ 4.79302952, -7.27729263])"
1302,6223,"array([ 5.4851337 , -7.08152894])"
1303,7582,"array([ 4.97062423, -7.27696489])"
1304,6225,"array([ 5.40352288, -7.09876854])"
1305,6226,"array([ 5.50554622, -7.05347123])"
1306,4109,"array([ 4.90700939, -7.26232674])"
1307,6227,"array([ 5.75842967, -6.94470832])"
1308,6228,"array([ 5.4300842 , -7.23412856])"
1309,8180,"array([ 5.95822589, -7.23929465])"
1310,10264,"array([ 6.21851703, -7.08469058])"
1311,7585,"array([ 4.81940959, -7.35410981])"
1312,1312,"array([ 5.68865387, -7.85928389])"
1313,7586,"array([ 4.87343636, -7.2528544 ])"
1314,6233,"array([ 5.4299816 , -6.70448042])"
1315,6234,"array([ 5.47608684, -7.02294235])"
1316,6235,"array([ 5.51120376, -6.86345907])"
1317,10265,"array([ 5.4817742 , -6.96015651])"
1318,10266,"array([ 5.58527961, -6.83553049])"
1319,7589,"array([ 4.90046552, -6.93229341])"
1320,6239,"array([ 6.31932714, -6.96114226])"
1321,1321,"array([ 5.73314267, -6.68472574])"
1322,1322,"array([ 5.93284409, -7.18095281])"
1323,1323,"array([ 5.93986944, -7.0464933 ])"
1324,1324,"array([ 5.90915263, -6.49957606])"
1325,1325,"array([ 6.06204862, -6.94409505])"
1326,1326,"array([ 6.05771888, -6.6082264 ])"
1327,1327,"array([ 6.15547998, -6.88722905])"
1328,1328,"array([ 5.83702686, -7.26177897])"
1329,1329,"array([ 6.10100448, -6.79178384])"
1330,1330,"array([ 6.21494582, -6.70576687])"
1331,1331,"array([ 6.14258437, -6.72711592])"
1332,1332,"array([ 5.92163914, -6.86320449])"
1333,1333,"array([ 6.06602706, -6.67098962])"
1334,1334,"array([ 6.04133839, -6.99023347])"
1335,1335,"array([ 6.03563575, -6.73826286])"
1336,7590,"array([ 5.31550748, -6.74292538])"
1337,6241,"array([ 6.3198215 , -7.27510123])"
1338,4125,"array([ 6.36827909, -6.19260184])"
1339,6242,"array([ 5.7263163, -7.4856509])"
1340,6243,"array([ 5.65700573, -7.14158218])"
1341,1341,"array([ 5.62758789, -7.52702211])"
1342,1342,"array([ 4.94365291, -6.47180357])"
1343,4128,"array([ 5.34237952, -6.89929259])"
1344,4129,"array([ 5.61324511, -7.08980616])"
1345,4130,"array([ 5.87858194, -7.76340121])"
1346,10267,"array([ 5.81129635, -7.35981314])"
1347,1347,"array([ 6.08794324, -7.04671248])"
1348,6245,"array([ 5.60162194, -7.04806445])"
1349,4133,"array([ 5.51966795, -7.42485292])"
1350,4134,"array([ 5.36997414, -7.30238913])"
1351,8185,"array([ 5.44422318, -6.72983298])"
1352,4136,"array([ 5.53691632, -7.03235077])"
1353,4137,"array([ 5.71877403, -6.92089453])"
1354,10268,"array([ 6.04582745, -7.27250863])"
1355,6248,"array([ 5.56069862, -7.09436991])"
1356,4140,"array([ 5.80509464, -6.97862145])"
1357,6249,"array([ 5.74119449, -7.44563824])"
1358,6250,"array([ 5.30629283, -7.16315578])"
1359,4143,"array([ 6.32217113, -7.41371923])"
1360,7594,"array([ 5.20948132, -7.07249268])"
1361,8187,"array([ 6.2313613 , -6.92736464])"
1362,8188,"array([ 5.55934741, -7.28003823])"
1363,6254,"array([ 5.89003439, -7.40063334])"
1364,4148,"array([ 6.01888176, -6.71309002])"
1365,6255,"array([ 5.4168568 , -7.11533826])"
1366,4150,"array([ 5.72390182, -7.20734592])"
1367,4151,"array([ 5.71119688, -6.77448952])"
1368,10269,"array([ 5.21381797, -7.17421567])"
1369,10270,"array([ 6.31138961, -6.92866002])"
1370,6258,"array([ 5.26047371, -7.37892846])"
1371,6259,"array([ 5.66499928, -6.98684907])"
1372,6260,"array([ 5.13494882, -6.9111498 ])"
1373,6261,"array([ 5.32998378, -6.94391295])"
1374,4158,"array([ 4.91325959, -7.42778295])"
1375,10271,"array([ 5.8448142 , -7.14330049])"
1376,6263,"array([ 5.23530544, -7.36156335])"
1377,8192,"array([ 4.99726272, -6.19276618])"
1378,10694,"array([ 5.36896215, -7.16967124])"
1379,6266,"array([ 5.71243514, -7.15585127])"
1380,8194,"array([ 5.41273949, -6.25313842])"
1381,8195,"array([ 4.90890478, -6.8384168 ])"
1382,6269,"array([ 4.96822413, -6.99402824])"
1383,4167,"array([ 5.61854534, -7.46301324])"
1384,7604,"array([ 4.68305748, -7.30451058])"
1385,7605,"array([ 4.88723512, -7.50375145])"
1386,8196,"array([ 5.2427381 , -6.49527214])"
1387,10424,"array([ 5.68405077, -6.89559465])"
1388,8198,"array([ 5.33316657, -6.75819214])"
1389,8199,"array([ 5.10283142, -6.54760153])"
1390,8200,"array([ 4.6780828 , -6.75740165])"
1391,8201,"array([ 4.74308401, -6.65879881])"
1392,10507,"array([ 5.81843456, -7.38467654])"
1393,7613,"array([ 4.93531082, -7.16268651])"
1394,4178,"array([ 4.86374564, -7.04626385])"
1395,10275,"array([ 5.43529526, -7.08464939])"
1396,10614,"array([ 5.45373518, -7.32100319])"
1397,4181,"array([ 5.59851618, -7.39460045])"
1398,7616,"array([ 5.20085454, -6.92560916])"
1399,4183,"array([ 5.40172157, -6.99433133])"
1400,4184,"array([ 5.3860391 , -7.45711258])"
1401,6283,"array([ 5.41241441, -7.02113794])"
1402,8205,"array([ 5.42593609, -6.67050101])"
1403,4187,"array([ 5.41005478, -7.40233371])"
1404,6285,"array([ 5.64285098, -7.12544693])"
1405,8206,"array([ 5.40593046, -6.3375634 ])"
1406,6287,"array([ 5.88677317, -7.16472708])"
1407,8207,"array([ 5.63393075, -6.18267937])"
1408,6289,"array([ 5.30633525, -7.29943632])"
1409,4193,"array([ 5.78879589, -7.43379647])"
1410,8208,"array([ 5.1894995 , -6.31608111])"
1411,4195,"array([ 5.67717499, -7.39802441])"
1412,7621,"array([ 5.1709209 , -7.77045863])"
1413,4197,"array([ 5.15845784, -7.10425323])"
1414,4198,"array([ 5.40336525, -6.88666109])"
1415,6292,"array([ 5.33289186, -6.78547468])"
1416,4200,"array([ 5.77258478, -7.13774018])"
1417,4201,"array([ 5.96992284, -6.68702114])"
1418,8209,"array([ 4.69284207, -6.64819153])"
1419,4203,"array([ 5.86239328, -7.22355563])"
1420,6294,"array([ 5.59878934, -7.44522203])"
1421,4205,"array([ 5.49249579, -7.47300458])"
1422,6295,"array([ 5.53895845, -7.24468198])"
1423,6296,"array([ 5.3796213 , -7.43726067])"
1424,4208,"array([ 5.64529647, -7.20544151])"
1425,6297,"array([ 5.48744299, -7.29138416])"
1426,8210,"array([ 5.31508627, -6.77213751])"
1427,6299,"array([ 5.68029884, -7.02190993])"
1428,8211,"array([ 4.8609408 , -6.67666419])"
1429,4213,"array([ 5.38309996, -7.28483996])"
1430,4214,"array([ 6.288326  , -6.15632468])"
1431,4215,"array([ 6.30320283, -6.10060103])"
1432,4216,"array([ 6.18153128, -6.06526637])"
1433,4217,"array([ 6.22853219, -6.16755235])"
1434,6301,"array([ 5.39275206, -7.19934053])"
1435,4219,"array([ 6.35123177, -6.0452694 ])"
1436,6302,"array([ 5.57048264, -7.0783574 ])"
1437,4221,"array([ 6.2521327 , -6.27489964])"
1438,4222,"array([ 5.84241606, -6.86057832])"
1439,4223,"array([ 5.72652651, -7.16667091])"
1440,6303,"array([ 5.71362834, -6.90475593])"
1441,8212,"array([ 4.67415632, -6.79351061])"
1442,6305,"array([ 5.54996483, -6.82154716])"
1443,6306,"array([ 5.19922207, -7.15461085])"
1444,6307,"array([ 5.31778481, -7.23459979])"
1445,6308,"array([ 5.6560331 , -7.41965396])"
1446,4230,"array([ 5.2243156 , -6.92121536])"
1447,4231,"array([ 5.79653857, -7.13715526])"
1448,4232,"array([ 5.73485005, -7.08476721])"
1449,6309,"array([ 5.27639932, -7.43806926])"
1450,6310,"array([ 5.73765247, -7.19974795])"
1451,8213,"array([ 5.54293501, -6.562397  ])"
1452,10559,"array([ 5.41405708, -7.08727498])"
1453,6313,"array([ 5.79362078, -7.52523346])"
1454,6314,"array([ 5.5109381 , -7.30849951])"
1455,4239,"array([ 5.95134773, -7.33504138])"
1456,6315,"array([ 5.89807337, -7.58172227])"
1457,8215,"array([ 5.42156332, -6.56655923])"
1458,6317,"array([ 5.63024281, -7.21795426])"
1459,4243,"array([ 5.31171528, -7.3483225 ])"
1460,8216,"array([ 4.80293452, -6.75344762])"
1461,1461,"array([ 5.97517193, -6.49994811])"
1462,6319,"array([ 5.32890566, -7.05315728])"
1463,6320,"array([ 5.65970903, -6.9194349 ])"
1464,4247,"array([ 6.04731775, -7.32388283])"
1465,8217,"array([ 5.12585377, -6.25037812])"
1466,6322,"array([ 5.91235009, -7.35331261])"
1467,7631,"array([ 4.57789102, -7.3900741 ])"
1468,4251,"array([ 5.00078099, -7.41350359])"
1469,4252,"array([ 6.34652829, -6.87818745])"
1470,7632,"array([ 4.7760201 , -7.49188973])"
1471,6325,"array([ 5.72739191, -7.52305265])"
1472,6326,"array([ 5.81752975, -7.02909185])"
1473,6327,"array([ 5.99324135, -7.27370454])"
1474,4257,"array([ 5.5243237 , -7.09348586])"
1475,4258,"array([ 5.77256379, -7.33382574])"
1476,4259,"array([ 5.60125403, -7.24255488])"
1477,7633,"array([ 5.72474672, -6.94454807])"
1478,4261,"array([ 5.81242537, -7.21440257])"
1479,4262,"array([ 5.60828987, -6.75302633])"
1480,8218,"array([ 5.47578332, -6.71880054])"
1481,10278,"array([ 5.29989216, -6.8300552 ])"
1482,6331,"array([ 5.48350703, -7.25952883])"
1483,6332,"array([ 5.62754815, -7.61619396])"
1484,8220,"array([ 5.34661034, -6.69040618])"
1485,6334,"array([ 5.51418735, -7.40247291])"
1486,4269,"array([ 5.49772069, -6.78488154])"
1487,4270,"array([ 5.63403475, -6.48410302])"
1488,4271,"array([ 5.64077131, -6.81641455])"
1489,4272,"array([ 5.25635661, -7.18000601])"
1490,6335,"array([ 5.45454519, -6.9339647 ])"
1491,4274,"array([ 5.25103594, -7.06604342])"
1492,7637,"array([ 5.28438865, -7.5206668 ])"
1493,8221,"array([ 5.22816407, -6.68279256])"
1494,4277,"array([ 5.37703578, -7.12228148])"
1495,4278,"array([ 5.77807465, -7.00642319])"
1496,4279,"array([ 5.43656361, -7.47464947])"
1497,10279,"array([ 5.08220361, -7.72626439])"
1498,4281,"array([ 5.3591136 , -7.34818892])"
1499,8223,"array([ 5.48411692, -6.4408777 ])"
1500,4283,"array([ 5.2983389, -7.4302734])"
1501,4284,"array([ 5.39465869, -7.36777348])"
1502,4285,"array([ 5.29253316, -7.40034172])"
1503,4286,"array([ 5.35767851, -7.36597186])"
1504,8224,"array([ 5.33297431, -6.48733426])"
1505,8225,"array([ 5.66475406, -6.35688646])"
1506,6342,"array([ 5.69081016, -7.80584604])"
1507,8226,"array([ 5.51947764, -7.48156668])"
1508,7644,"array([ 4.81393209, -7.43052607])"
1509,4292,"array([ 5.32166175, -7.43322196])"
1510,4293,"array([ 5.4522219 , -7.46279554])"
1511,6345,"array([ 5.53368518, -7.07801027])"
1512,8227,"array([ 5.02558742, -6.71432076])"
1513,6347,"array([ 5.81876933, -7.23120792])"
1514,6348,"array([ 5.46115651, -7.42390447])"
1515,6349,"array([ 6.0717746 , -7.31786937])"
1516,6350,"array([ 5.5556634 , -7.24380698])"
1517,6351,"array([ 5.06801265, -6.98843156])"
1518,6352,"array([ 5.61761487, -7.04507731])"
1519,7646,"array([ 4.95587741, -6.92445905])"
1520,6354,"array([ 5.45068417, -7.04799619])"
1521,6355,"array([ 5.68563305, -7.29711933])"
1522,8228,"array([ 5.23283057, -6.96259422])"
1523,4306,"array([ 5.48276553, -7.419675  ])"
1524,6357,"array([ 5.58172902, -7.53204631])"
1525,6358,"array([ 5.25036348, -7.29234099])"
1526,4309,"array([ 5.69630657, -6.99257677])"
1527,4310,"array([ 5.74389664, -7.22790653])"
1528,6359,"array([ 5.61361083, -7.21327901])"
1529,8229,"array([ 5.41433383, -6.3132913 ])"
1530,64600,"array([ 5.63830445, -6.6776548 ])"
1531,4314,"array([ 5.652572 , -7.1909064])"
1532,6362,"array([ 5.73214078, -6.78290315])"
1533,8231,"array([ 4.80441557, -6.59792648])"
1534,6364,"array([ 5.62109707, -7.4183477 ])"
1535,6365,"array([ 5.89610653, -7.21108358])"
1536,4319,"array([ 5.42436175, -7.21655937])"
1537,8232,"array([ 4.69371007, -6.6039931 ])"
1538,6367,"array([ 5.84381471, -7.47835295])"
1539,6368,"array([ 5.309203  , -7.44995835])"
1540,6369,"array([ 5.47567303, -6.69137942])"
1541,10561,"array([ 5.86066405, -6.75885304])"
1542,6371,"array([ 5.52877077, -6.98684782])"
1543,6372,"array([ 5.73079408, -7.18447799])"
1544,4327,"array([ 5.73735539, -7.14709898])"
1545,6373,"array([ 5.84766474, -6.8423665 ])"
1546,10430,"array([ 5.42699075, -7.28951194])"
1547,6375,"array([ 5.30958424, -7.07511954])"
1548,6376,"array([ 5.40652982, -7.14734912])"
1549,6377,"array([ 6.07562961, -6.80817191])"
1550,10431,"array([ 5.73598278, -7.30658958])"
1551,6379,"array([ 5.92888104, -7.26173873])"
1552,6380,"array([ 5.95086296, -6.83006546])"
1553,6381,"array([ 5.99594203, -6.8410685 ])"
1554,6382,"array([ 6.00519665, -6.88309322])"
1555,6383,"array([ 6.03175007, -6.90445616])"
1556,1556,"array([ 6.28460577, -6.11976106])"
1557,6384,"array([ 5.95388896, -6.78962732])"
1558,6385,"array([ 6.02106172, -6.80458038])"
1559,1559,"array([ 6.39845159, -6.05810373])"
1560,6386,"array([ 5.96655861, -6.85117183])"
1561,6387,"array([ 5.98386353, -6.88341889])"
1562,1562,"array([ 6.26572941, -6.31839432])"
1563,6388,"array([ 5.93882721, -6.88567687])"
1564,1564,"array([ 6.33815056, -6.26268651])"
1565,1565,"array([ 6.36082823, -6.16421754])"
1566,10512,"array([ 5.61904125, -6.91052726])"
1567,6390,"array([ 5.64585147, -7.53268694])"
1568,1568,"array([ 6.31578078, -6.00676595])"
1569,1569,"array([ 6.3317036 , -6.11608664])"
1570,1570,"array([ 6.22777092, -5.97858751])"
1571,6391,"array([ 5.71494218, -7.0293249 ])"
1572,6392,"array([ 6.05746084, -7.24795381])"
1573,1573,"array([ 6.51983904, -5.92822459])"
1574,8237,"array([ 5.14702589, -6.46992366])"
1575,6394,"array([ 5.58420234, -7.02033789])"
1576,6395,"array([ 5.60071437, -7.35383325])"
1577,6396,"array([ 5.63179084, -7.47955898])"
1578,4352,"array([ 5.27957053, -6.83845223])"
1579,10513,"array([ 5.4684943 , -7.07188605])"
1580,4354,"array([ 5.66848905, -7.03122845])"
1581,4355,"array([ 5.67624224, -6.91087046])"
1582,4356,"array([ 5.81515613, -7.09613644])"
1583,8239,"array([ 4.77288039, -6.62763703])"
1584,4358,"array([ 5.95579793, -7.18732135])"
1585,4359,"array([ 5.41554266, -7.25909546])"
1586,8240,"array([ 5.84002259, -6.40119423])"
1587,6400,"array([ 5.3384757, -6.9216328])"
1588,6401,"array([ 6.30144927, -7.37117274])"
1589,1589,"array([ 6.37711173, -6.03219596])"
1590,6402,"array([ 5.88919758, -7.37283943])"
1591,1591,"array([ 4.93833785, -7.39396386])"
1592,4364,"array([ 5.45417278, -7.1671244 ])"
1593,10514,"array([ 6.29029456, -6.7463989 ])"
1594,4366,"array([ 5.60579922, -7.65494036])"
1595,6404,"array([ 5.50991718, -6.90893744])"
1596,6405,"array([ 5.6611139 , -7.15408907])"
1597,6406,"array([ 6.08822929, -7.1423367 ])"
1598,6407,"array([ 6.34747966, -7.25402801])"
1599,10435,"array([ 5.77074145, -7.1621035 ])"
1600,4372,"array([ 5.69275293, -7.38074524])"
1601,1601,"array([ 6.11621757, -6.46827868])"
1602,4373,"array([ 5.81585661, -7.05317813])"
1603,4374,"array([ 5.500631  , -7.07253002])"
1604,6409,"array([ 5.89796572, -6.89978882])"
1605,4376,"array([ 5.68200179, -7.32203203])"
1606,4377,"array([ 5.49392484, -7.2745645 ])"
1607,6410,"array([ 5.71840179, -7.30803792])"
1608,6411,"array([ 5.37389052, -7.39740269])"
1609,6412,"array([ 5.15328161, -6.80234517])"
1610,6413,"array([ 5.73009433, -7.46814447])"
1611,8243,"array([ 5.24864108, -6.45681438])"
1612,10436,"array([ 5.67968229, -7.77551678])"
1613,8245,"array([ 5.11948582, -6.70373291])"
1614,8246,"array([ 5.63660361, -6.56392907])"
1615,10289,"array([ 6.07908539, -7.21089949])"
1616,4387,"array([ 5.58744733, -6.5251824 ])"
1617,6419,"array([ 5.78927539, -6.92404259])"
1618,8248,"array([ 6.01580424, -7.22261328])"
1619,4390,"array([ 5.47285716, -7.17891657])"
1620,8249,"array([ 4.83653298, -6.14699848])"
1621,8250,"array([ 5.38935031, -6.56616668])"
1622,4393,"array([ 5.28312341, -7.15262442])"
1623,6423,"array([ 5.28458138, -7.17865651])"
1624,8251,"array([ 5.16816052, -6.82314743])"
1625,6425,"array([ 5.78940928, -6.83902573])"
1626,10515,"array([ 5.86079826, -6.90558893])"
1627,6427,"array([ 5.85694224, -7.03160212])"
1628,6428,"array([ 5.83172807, -7.36041824])"
1629,6429,"array([ 5.25709777, -7.2008772 ])"
1630,6430,"array([ 5.76311907, -7.23717865])"
1631,6431,"array([ 5.66781311, -6.81655945])"
1632,6432,"array([ 5.68407903, -6.87454254])"
1633,6433,"array([ 5.78088044, -6.81947646])"
1634,6434,"array([ 5.87044077, -7.01010328])"
1635,6435,"array([ 5.8635577 , -6.88241049])"
1636,8253,"array([ 4.94160154, -6.10790114])"
1637,6437,"array([ 5.50302197, -7.24729799])"
1638,10516,"array([ 5.46147945, -6.96852129])"
1639,8255,"array([ 4.89771048, -6.75774852])"
1640,10292,"array([ 5.68568649, -7.42775622])"
